# q qerr I(q) I(q)err
5.414369868353056253e-02 6.749358219613563344e-05 1.429672447013487435e+01 3.632597322370319404e+00
5.437486949081267451e-02 6.641570492905651368e-05 1.394747081712062275e+01 3.690752241314664950e+00
5.460633195359332337e-02 6.803263502740879241e-05 1.423003802281368735e+01 3.725718711705133135e+00
5.484155575107002578e-02 6.931669974032373370e-05 1.377715355805243469e+01 3.697417467726423546e+00
5.507758596231705078e-02 6.905344121730599505e-05 1.364540337711069462e+01 3.754078867803223751e+00
5.531123208233620220e-02 6.772891677133621323e-05 1.339204545454545503e+01 3.711478569914035130e+00
5.554365515600671876e-02 6.719762712666427933e-05 1.357904761904761948e+01 3.712924292619105948e+00
5.577734969999190856e-02 6.950070055363419556e-05 1.301104972375690672e+01 3.744841695071241094e+00
5.601099427749139242e-02 6.700515619549475674e-05 1.302285714285714313e+01 3.461557197460779722e+00
5.624621814925619134e-02 7.010497752434535551e-05 1.277436823104693175e+01 3.723660905117851527e+00
5.648196424828423601e-02 6.688681858197991978e-05 1.258192090395480278e+01 3.425221716491103408e+00
5.671540211382259528e-02 6.857993554508776460e-05 1.234806629834254110e+01 3.385475295419556829e+00
5.695057597478152267e-02 6.911508132478911160e-05 1.263272727272727280e+01 3.353815638767726259e+00
5.718334936048233286e-02 6.546013463055807180e-05 1.249905123339658530e+01 3.530363973486920326e+00
5.741421041024297178e-02 6.793445858109002969e-05 1.234124087591240837e+01 3.554972152066923741e+00
5.764613918380164653e-02 6.637197386990278968e-05 1.189513108614232273e+01 3.459780272706956428e+00
5.788167249397389164e-02 7.061552392955100337e-05 1.202640845070422593e+01 3.202285243013727190e+00
5.811737136754223376e-02 6.704761694123777174e-05 1.155268022181146037e+01 3.238887241281774187e+00
5.834837921127641880e-02 6.699294913716081861e-05 1.153860294117647101e+01 3.528436982422577195e+00
5.858116591208732682e-02 6.832957605342608631e-05 1.130755395683453202e+01 3.426965598694702297e+00
5.881666226357543104e-02 6.848621822711322728e-05 1.116815742397137790e+01 3.456181457558077597e+00
5.905135363872197202e-02 6.777347974127791586e-05 1.104873646209386351e+01 3.142446347498289327e+00
5.928387195222793726e-02 6.772469370990553635e-05 1.099640287769784130e+01 3.304397878474704786e+00
5.951647621897535045e-02 6.683838279782646321e-05 1.102359346642468196e+01 3.070767527743293535e+00
5.974911582084686118e-02 6.869520850335110538e-05 1.069557522123893811e+01 3.210694108859101892e+00
5.998323909506843993e-02 6.775808722689177679e-05 1.043112701252236185e+01 3.150809736909145009e+00
6.021684065425213228e-02 6.821508261215899929e-05 1.057168141592920385e+01 3.078017573730873035e+00
6.045118304879574384e-02 6.844978444519072473e-05 1.043485915492957794e+01 2.937741493785430702e+00
6.068596061100132305e-02 6.815720570038588807e-05 1.022438162544169593e+01 2.974190484391650013e+00
6.092170969789185986e-02 6.974114108008298168e-05 9.939965694682676656e+00 3.202925004573222267e+00
6.115588848048909842e-02 6.553171796432443320e-05 9.859205776173284974e+00 2.923475645349025598e+00
6.138574783689496051e-02 6.713556217832948266e-05 9.792618629173990286e+00 3.057538902799037395e+00
6.161712726612254831e-02 6.659023579644488087e-05 9.820603907637655894e+00 3.075919651523274734e+00
6.184947732418764887e-02 6.842032557768410134e-05 9.738301559792027717e+00 3.140616084205154479e+00
6.208512874242018420e-02 6.932646695378516153e-05 9.418803418803419092e+00 2.919961352575283442e+00
6.232030440033373142e-02 6.786811594346220963e-05 9.144599303135889201e+00 2.895431598460557865e+00
6.255454887890503357e-02 6.903232039090102389e-05 9.051107325383304314e+00 3.084145832388772046e+00
6.279030404341265359e-02 6.817541082358109035e-05 9.101374570446735035e+00 2.862279951449707038e+00
6.302442562177140717e-02 6.783890935135950873e-05 8.806506849315068663e+00 2.963228345476398573e+00
6.325799215551787535e-02 6.707804214318665616e-05 8.783132530120482784e+00 2.960281488489474810e+00
6.349026508375751887e-02 6.699336420408434482e-05 8.744386873920552361e+00 2.924175228540393245e+00
6.372409184272515015e-02 6.892879157383024775e-05 8.597989949748743754e+00 2.869032829491367398e+00
6.395793742953777283e-02 6.642518885272369008e-05 8.637781629116117799e+00 2.827794132719705811e+00
6.419031457975818422e-02 6.826620328541081642e-05 8.262981574539363550e+00 2.908422147412156544e+00
6.442283327309653029e-02 6.576027226970875277e-05 8.121317157712304891e+00 2.898523234858032094e+00
6.465485140213383941e-02 6.860083938040020173e-05 8.170568561872910252e+00 2.690492543352893229e+00
6.489057688868674068e-02 6.918162283112673440e-05 8.097682119205298790e+00 2.692685221815747987e+00
6.512677614053768993e-02 6.800662934234975800e-05 8.110552763819095290e+00 2.852256466731735607e+00
