# q qerr I(q) I(q)err
3.381409346726198945e-02 6.946853510284985394e-05 1.511760563380281610e+02 1.303035097830194822e+01
3.405235163866184023e-02 6.660978410321308902e-05 1.534825174825174940e+02 1.271457716146070460e+01
3.428443415797702287e-02 7.014504093919582688e-05 1.543427672955974970e+02 1.246958326106529569e+01
3.451790515064617759e-02 6.752790833138901940e-05 1.562373417721518933e+02 1.231411620618519009e+01
3.475058674309065149e-02 6.860561414856442648e-05 1.585015290519877738e+02 1.294711080430606032e+01
3.498255247524993672e-02 6.949851211445105619e-05 1.597731343283581964e+02 1.288531865518359965e+01
3.521787450520567214e-02 6.928285379750772884e-05 1.612836257309941459e+02 1.366503755050812075e+01
3.545148567192742128e-02 6.819735758945621247e-05 1.628479532163742647e+02 1.320341767740235994e+01
3.568299999600531985e-02 6.771859016455015492e-05 1.631449275362318758e+02 1.369310612021581086e+01
3.591626020472690056e-02 6.847219215976182126e-05 1.660313390313390300e+02 1.294550121613678151e+01
3.615098875833893527e-02 7.052968595604587306e-05 1.658760330578512310e+02 1.394709578274886752e+01
3.638614682571900127e-02 6.820923678434241515e-05 1.681129943502824915e+02 1.330663922690781753e+01
3.661805186382561389e-02 6.907515541028400551e-05 1.693553719008264409e+02 1.386182426276280566e+01
3.685317606104113880e-02 6.904996252045599340e-05 1.719076086956521863e+02 1.330135314140067138e+01
3.708883642168768480e-02 6.873622836593106498e-05 1.719081081081081095e+02 1.296198013983054764e+01
3.732239511597464088e-02 6.812675490547725891e-05 1.731490514905148927e+02 1.295938529643866488e+01
3.755463123269808107e-02 6.778877579542675561e-05 1.759048913043478137e+02 1.302480660865322548e+01
3.778670279175407737e-02 6.944847979951479207e-05 1.762917771883289220e+02 1.357816513374065259e+01
3.802298536488796232e-02 7.020534180361206209e-05 1.773662337662337620e+02 1.371440869681182306e+01
3.825885045270431550e-02 6.844491048717255130e-05 1.769790026246719208e+02 1.450846535616822486e+01
3.849029289296715395e-02 6.652498920162236353e-05 1.797839999999999918e+02 1.360600730069871389e+01
3.872248042820892328e-02 6.790361104831614330e-05 1.815518134715025838e+02 1.345429949809960313e+01
3.895386220490307250e-02 6.719082682281010037e-05 1.820949868073878690e+02 1.335833275482998594e+01
3.918674717410664671e-02 7.000314829290660062e-05 1.828278481012658290e+02 1.425083799614510660e+01
3.942407118577949399e-02 7.012279782529274620e-05 1.824565756823821232e+02 1.437122561518988917e+01
3.965683877455637024e-02 6.593437650155711338e-05 1.842181818181818187e+02 1.437204094075832828e+01
3.988742774945142761e-02 6.864886435371258416e-05 1.854168734491315149e+02 1.331666078364943218e+01
4.012278533538721215e-02 6.997066240485112700e-05 1.850362318840579690e+02 1.367739882197348678e+01
4.035757945334737112e-02 6.763234382336403173e-05 1.862970297029702920e+02 1.377692264936191258e+01
4.059262090047784100e-02 7.047756166092368556e-05 1.871214953271027923e+02 1.427212201034984496e+01
4.082512016076288858e-02 6.496092607463988043e-05 1.874433249370277110e+02 1.332460632978999193e+01
4.105717491102069128e-02 7.111181249420595236e-05 1.860478359908883874e+02 1.332270257219962417e+01
4.129381576814993016e-02 6.732684386414472533e-05 1.873238095238095298e+02 1.421529070388355898e+01
4.152473579130346731e-02 6.726668318915885337e-05 1.864976415094339757e+02 1.373283622424140837e+01
4.175787959977999425e-02 6.911235940839533670e-05 1.884018264840182724e+02 1.339986372564939465e+01
4.199237839299468922e-02 6.860112016482474860e-05 1.879216589861751174e+02 1.453180669010596837e+01
4.222717975068539242e-02 7.045110183040372183e-05 1.880110619469026574e+02 1.406927831738896728e+01
4.246249924109424950e-02 6.709506009279194230e-05 1.864759725400457739e+02 1.405883955129604246e+01
4.269335040669582776e-02 6.700621335665329654e-05 1.868542141230068410e+02 1.441632236773538978e+01
4.292717084091476204e-02 6.896437123237502613e-05 1.876526548672566435e+02 1.436518957033465682e+01
4.316007288560289035e-02 6.735835804845247382e-05 1.859703872437357575e+02 1.392598278054831518e+01
4.339440191910803879e-02 7.037245596857638261e-05 1.850865800865800850e+02 1.308477382341808948e+01
4.363144753970988471e-02 6.826143681517027339e-05 1.845410199556540931e+02 1.362049226889225295e+01
4.386107962274469335e-02 6.624164794214468591e-05 1.836376146788990695e+02 1.368220406606254613e+01
4.409573705596323001e-02 7.170940769140793695e-05 1.834716981132075375e+02 1.380094637342611996e+01
4.433534367545302612e-02 6.775590854826653211e-05 1.819868421052631504e+02 1.387348125833239365e+01
4.456682912223779158e-02 6.610492296161660122e-05 1.793214285714285836e+02 1.338134326502876448e+01
4.479780304487864656e-02 6.786442677967826091e-05 1.795032822757111717e+02 1.306152319194779565e+01
4.503013318854280633e-02 6.853635641818868680e-05 1.784771241830065378e+02 1.330151325020299247e+01
4.526436263630335272e-02 6.918514626283685297e-05 1.776937901498929477e+02 1.330219554752332023e+01
4.549984770861909000e-02 6.833630877532204714e-05 1.734732334047109248e+02 1.345178467824625557e+01
4.573057769171592901e-02 6.540293680537103750e-05 1.748775055679287220e+02 1.303474373067169978e+01
4.596282480080345761e-02 6.990247096589263711e-05 1.719644351464435204e+02 1.216555599995090020e+01
4.619732296389236076e-02 6.786250507108923557e-05 1.708419913419913314e+02 1.337069770261738810e+01
4.643258444511101646e-02 7.033191385126720280e-05 1.682948453608247519e+02 1.286801612876797485e+01
4.666845704786030252e-02 6.692058153033048496e-05 1.669267241379310462e+02 1.317524744130882297e+01
4.689934413756127740e-02 6.802189408205146866e-05 1.641464968152866106e+02 1.331514456435857063e+01
4.713438507358027468e-02 6.944147399833233919e-05 1.642768595041322328e+02 1.241027114649996754e+01
4.736795136815064727e-02 6.656957436849283657e-05 1.613554603854389597e+02 1.215974587638096516e+01
4.759859747438226207e-02 6.769763208725077138e-05 1.606126315789473722e+02 1.296353889646733926e+01
4.783274694655795245e-02 6.928267493286968941e-05 1.563958762886597924e+02 1.213756099319963866e+01
4.806634396749334681e-02 6.807281927440189521e-05 1.547594142259414127e+02 1.256431921195302515e+01
4.830248047396420996e-02 6.966332651828869844e-05 1.531875000000000000e+02 1.207442895864725330e+01
4.853643200824572096e-02 6.606102041943429451e-05 1.520063424947146018e+02 1.226771380227315333e+01
4.876414520816241271e-02 6.613248851928526920e-05 1.487685774946921526e+02 1.155330519747580986e+01
4.899792577344610350e-02 7.109046729717630826e-05 1.472415841584158329e+02 1.183799624441716780e+01
4.923470399315162116e-02 6.843725681761876167e-05 1.444259259259259238e+02 1.269273302826743333e+01
4.947209300203903731e-02 7.062440267994869150e-05 1.419686888454011751e+02 1.254061641621237122e+01
4.970767414357019076e-02 6.568520737628115111e-05 1.392985386221294277e+02 1.178013680760821202e+01
4.993955421601320444e-02 6.870069007268534431e-05 1.372925851703406863e+02 1.192432511127232964e+01
5.017343134654914799e-02 6.784437425331957467e-05 1.354303030303030368e+02 1.165174593563719618e+01
5.040364307755263590e-02 6.549987049623397846e-05 1.330935550935550964e+02 1.135148918911386673e+01
5.063525219032424807e-02 6.906177440634427543e-05 1.318063241106719374e+02 1.198127871712959092e+01
5.087248401921887209e-02 6.982607771126056830e-05 1.299313725490196134e+02 1.120876140257837505e+01
5.110824603904627617e-02 6.828347019243583200e-05 1.271696606786427139e+02 1.136701714823599119e+01
5.134041616444540157e-02 6.749734166748146504e-05 1.235720000000000027e+02 1.123369752129725363e+01
5.157233759481640728e-02 6.701141620730611365e-05 1.223747494989979998e+02 1.088832882473540487e+01
5.180603234918396832e-02 6.902301690403682475e-05 1.198830409356725113e+02 1.063654972501796436e+01
5.204093912643181080e-02 6.858285367200194556e-05 1.183713163064832941e+02 1.139358318478291743e+01
5.227550176404114485e-02 6.841128413638082530e-05 1.156315789473684248e+02 1.058125526404891659e+01
5.250874134631969281e-02 6.710124584087647154e-05 1.139428007889546421e+02 1.068144476997846049e+01
5.273983379343173683e-02 6.699865505256583098e-05 1.110874751491053729e+02 1.142502907658322897e+01
5.297309563147201833e-02 7.004200559247158596e-05 1.087324478178368139e+02 1.091193031187341589e+01
5.320870841843343413e-02 6.736639692893721994e-05 1.071154598825831670e+02 9.851470662838293535e+00
5.344158726524587955e-02 6.810737650478912789e-05 1.056743737957610847e+02 1.005683689314568419e+01
5.367526270033567970e-02 6.805918753122887452e-05 1.037167630057803507e+02 1.031424188183619961e+01
5.391026527670270824e-02 6.883326900963864436e-05 1.015133079847908704e+02 1.040847491705834926e+01
5.414369868353056253e-02 6.749358219613563344e-05 9.939306358381503514e+01 9.644071136092211560e+00
5.437486949081267451e-02 6.641570492905651368e-05 9.822178988326848526e+01 1.009747606318897972e+01
5.460633195359332337e-02 6.803263502740879241e-05 9.548479087452471958e+01 9.329505009494752699e+00
5.484155575107002578e-02 6.931669974032373370e-05 9.376404494382022392e+01 9.283107943242379534e+00
5.507758596231705078e-02 6.905344121730599505e-05 9.238086303939962818e+01 9.319034331644752811e+00
5.531123208233620220e-02 6.772891677133621323e-05 9.088636363636364024e+01 8.898849536407801963e+00
5.554365515600671876e-02 6.719762712666427933e-05 8.888571428571428612e+01 9.911996442159763276e+00
5.577734969999190856e-02 6.950070055363419556e-05 8.716574585635359540e+01 9.864295477366670895e+00
5.601099427749139242e-02 6.700515619549475674e-05 8.504190476190476033e+01 9.205600779649619980e+00
5.624621814925619134e-02 7.010497752434535551e-05 8.417148014440432746e+01 9.036516459498679765e+00
5.648196424828423601e-02 6.688681858197991978e-05 8.218455743879472664e+01 9.291076447868935162e+00
5.671540211382259528e-02 6.857993554508776460e-05 8.125782688766113893e+01 8.928317157269967552e+00
5.695057597478152267e-02 6.911508132478911160e-05 7.915636363636363626e+01 8.907168623786231976e+00
5.718334936048233286e-02 6.546013463055807180e-05 7.790322580645161565e+01 8.396480664889002909e+00
5.741421041024297178e-02 6.793445858109002969e-05 7.574087591240875383e+01 8.479789762004720899e+00
5.764613918380164653e-02 6.637197386990278968e-05 7.473033707865168651e+01 8.420580601785690789e+00
5.788167249397389164e-02 7.061552392955100337e-05 7.363732394366196843e+01 8.271038694450783879e+00
5.811737136754223376e-02 6.704761694123777174e-05 7.294454713493530562e+01 8.414985418616744539e+00
5.834837921127641880e-02 6.699294913716081861e-05 7.059558823529411598e+01 8.146817427141503032e+00
5.858116591208732682e-02 6.832957605342608631e-05 7.008273381294964111e+01 8.093015571486247950e+00
5.881666226357543104e-02 6.848621822711322728e-05 6.855098389982110518e+01 7.898149501658311422e+00
5.905135363872197202e-02 6.777347974127791586e-05 6.723285198555956299e+01 7.879759171154546493e+00
5.928387195222793726e-02 6.772469370990553635e-05 6.618525179856115415e+01 8.457267139910118914e+00
5.951647621897535045e-02 6.683838279782646321e-05 6.471324863883847911e+01 7.804485486490964519e+00
5.974911582084686118e-02 6.869520850335110538e-05 6.320530973451327128e+01 7.533452167397224564e+00
5.998323909506843993e-02 6.775808722689177679e-05 6.219856887298747949e+01 8.130549011862353126e+00
6.021684065425213228e-02 6.821508261215899929e-05 6.168672566371681398e+01 7.898385313662690699e+00
6.045118304879574384e-02 6.844978444519072473e-05 5.970598591549295975e+01 7.600454678972675460e+00
6.068596061100132305e-02 6.815720570038588807e-05 5.905123674911660459e+01 6.982887382968733903e+00
6.092170969789185986e-02 6.974114108008298168e-05 5.815094339622641684e+01 7.633193280974486683e+00
6.115588848048909842e-02 6.553171796432443320e-05 5.702527075812274404e+01 7.374542937576998192e+00
6.138574783689496051e-02 6.713556217832948266e-05 5.664323374340948902e+01 7.683458561881741922e+00
6.161712726612254831e-02 6.659023579644488087e-05 5.515452930728241654e+01 7.170185765158422875e+00
6.184947732418764887e-02 6.842032557768410134e-05 5.402426343154245814e+01 6.928413926823633773e+00
6.208512874242018420e-02 6.932646695378516153e-05 5.325982905982905891e+01 7.404522273983953795e+00
6.232030440033373142e-02 6.786811594346220963e-05 5.269860627177700252e+01 7.071259675578216886e+00
6.255454887890503357e-02 6.903232039090102389e-05 5.148040885860306304e+01 7.086470675037364941e+00
6.279030404341265359e-02 6.817541082358109035e-05 5.101202749140893644e+01 7.166398280963345080e+00
6.302442562177140717e-02 6.783890935135950873e-05 5.005479452054794365e+01 7.164684768020699757e+00
6.325799215551787535e-02 6.707804214318665616e-05 4.878141135972461484e+01 6.914279750255484025e+00
6.349026508375751887e-02 6.699336420408434482e-05 4.800863557858376396e+01 6.857665360229677987e+00
6.372409184272515015e-02 6.892879157383024775e-05 4.697989949748743754e+01 6.936749258392913120e+00
6.395793742953777283e-02 6.642518885272369008e-05 4.664818024263431795e+01 6.923227021469831932e+00
6.419031457975818422e-02 6.826620328541081642e-05 4.565159128978224601e+01 6.897573503325379995e+00
6.442283327309653029e-02 6.576027226970875277e-05 4.514904679376083152e+01 6.453987391162653964e+00
6.465485140213383941e-02 6.860083938040020173e-05 4.398662207357859444e+01 6.240963982902799856e+00
6.489057688868674068e-02 6.918162283112673440e-05 4.336754966887416884e+01 6.315356497251928936e+00
6.512677614053768993e-02 6.800662934234975800e-05 4.322110552763819413e+01 6.590693806475857563e+00
6.535916383847417688e-02 6.723036061670840198e-05 4.223777403035413158e+01 6.566781295766265458e+00
6.559238943166004199e-02 6.775429361515336514e-05 4.132833333333333314e+01 6.224099220860083825e+00
6.582758612999557724e-02 6.859118299963685495e-05 4.063218390804597391e+01 6.361346918144700879e+00
6.606077625847779633e-02 6.646968386304463305e-05 3.979932546374367774e+01 6.338261322023181599e+00
6.629499012582010242e-02 6.873985157622226514e-05 3.922312703583062188e+01 5.852928040736880000e+00
6.652802461243248477e-02 6.667147267887053093e-05 3.916470588235294059e+01 6.330800197594971479e+00
6.676018753795931460e-02 6.790988101603729471e-05 3.795238095238094900e+01 5.915326372196910931e+00
6.699409877892320564e-02 6.752760488477305384e-05 3.767487684729064057e+01 5.968348437792037942e+00
6.722746570366622265e-02 6.715296906548569008e-05 3.727093596059113167e+01 5.851412261634312273e+00
6.746032149556230317e-02 6.698676487551811836e-05 3.650000000000000000e+01 6.050666166308103833e+00
6.769235389026706518e-02 6.820371575645631246e-05 3.599511400651465465e+01 5.637961787788524859e+00
6.792641117254087646e-02 6.820173351531172944e-05 3.491869918699187281e+01 5.809279604742376257e+00
6.816107073590284282e-02 6.878058967958357989e-05 3.410897435897435770e+01 5.820044210493360737e+00
6.839600153518463066e-02 6.745423942297350728e-05 3.401458670988655086e+01 6.088872240753240739e+00
6.862947544649959652e-02 6.741836193410811529e-05 3.332847896440129176e+01 5.317073806710299166e+00
6.886076050521675040e-02 6.695139243677821319e-05 3.278140293637846980e+01 5.590642583513305119e+00
6.909448405671331228e-02 6.857937925099385861e-05 3.240381558028617093e+01 5.434365514977598899e+00
6.933147198058889349e-02 6.945851940459737387e-05 3.143035993740219070e+01 5.454618777232044025e+00
6.956615814272766596e-02 6.659838482515636180e-05 3.130406504065040707e+01 5.662807471497723455e+00
6.979892421020185422e-02 6.845449894488580623e-05 3.026929133858267562e+01 5.411742914618430156e+00
7.003324628087082004e-02 6.708437855477542738e-05 2.963738019169328908e+01 5.342326419399647364e+00
7.026696723216839524e-02 6.749325677359571186e-05 2.978322784810126578e+01 5.305401690109290413e+00
7.049943687314187690e-02 6.712218498041330988e-05 2.919169329073482544e+01 5.427446003899411231e+00
7.073256586487845776e-02 6.824893734348157486e-05 2.864835164835164960e+01 5.277819932063715136e+00
