# q qerr I(q) I(q)err
3.148005278710188509e-02 6.963790735804129299e-05 3.102372372372372524e+02 2.603084884474696281e+01
3.171371101549351479e-02 6.491098522060580905e-05 3.181136363636363740e+02 2.321980907863305887e+01
3.194253270530488659e-02 6.643720727097939297e-05 2.873901639344262549e+02 2.286782840412379514e+01
3.217772739409639066e-02 7.207253078604244857e-05 2.569938271604938222e+02 1.711372468148615411e+01
3.241258335410790448e-02 6.484611046219248903e-05 2.478257839721254356e+02 1.575765009526050342e+01
3.264445272271138121e-02 7.067815627986795619e-05 2.530544871794871824e+02 1.533547172294203165e+01
3.288009324972624575e-02 6.514072171913584642e-05 2.794210526315789593e+02 2.300228018726581070e+01
3.311251835395861987e-02 6.923154512368420417e-05 3.545306122448979522e+02 4.044286114203445237e+01
3.334620240946842284e-02 6.906008769013418584e-05 4.644861111111110858e+02 4.939405154791315056e+01
3.358123372194379841e-02 6.790165455744005493e-05 5.058607142857142662e+02 3.851759470736479329e+01
3.381409346726198945e-02 6.946853510284985394e-05 4.432676056338028161e+02 4.450142146714761537e+01
3.405235163866184023e-02 6.660978410321308902e-05 3.470699300699300807e+02 3.612621964590876900e+01
3.428443415797702287e-02 7.014504093919582688e-05 2.948553459119497120e+02 1.956509866360366701e+01
3.451790515064617759e-02 6.752790833138901940e-05 2.855031645569620196e+02 1.858188344611663112e+01
3.475058674309065149e-02 6.860561414856442648e-05 3.012935779816513673e+02 2.115423989946188144e+01
3.498255247524993672e-02 6.949851211445105619e-05 3.547194029850746233e+02 3.474789130436902695e+01
3.521787450520567214e-02 6.928285379750772884e-05 4.230672514619882918e+02 3.797215509780095744e+01
3.545148567192742128e-02 6.819735758945621247e-05 4.265204678362572963e+02 3.022962206630903736e+01
3.568299999600531985e-02 6.771859016455015492e-05 3.672347826086956388e+02 3.380743496784737800e+01
3.591626020472690056e-02 6.847219215976182126e-05 3.095897435897435912e+02 2.529081636980178160e+01
3.615098875833893527e-02 7.052968595604587306e-05 2.838980716253443575e+02 1.798186465675299672e+01
3.638614682571900127e-02 6.820923678434241515e-05 2.818192090395480136e+02 1.830348741025376569e+01
3.661805186382561389e-02 6.907515541028400551e-05 3.073911845730027608e+02 2.315344924742123212e+01
3.685317606104113880e-02 6.904996252045599340e-05 3.566141304347826235e+02 2.926322725133911362e+01
3.708883642168768480e-02 6.873622836593106498e-05 3.762891891891891873e+02 2.745031609850717302e+01
3.732239511597464088e-02 6.812675490547725891e-05 3.394823848238482356e+02 2.872567277043838985e+01
3.755463123269808107e-02 6.778877579542675561e-05 2.845788043478260647e+02 2.575861471969878735e+01
3.778670279175407737e-02 6.944847979951479207e-05 2.513899204244031864e+02 1.710732788666450332e+01
3.802298536488796232e-02 7.020534180361206209e-05 2.404623376623376600e+02 1.683689256533211065e+01
3.825885045270431550e-02 6.844491048717255130e-05 2.457506561679790025e+02 1.617417199965261076e+01
3.849029289296715395e-02 6.652498920162236353e-05 2.579200000000000159e+02 1.770405000746062996e+01
3.872248042820892328e-02 6.790361104831614330e-05 2.640777202072538898e+02 1.856522922149374466e+01
3.895386220490307250e-02 6.719082682281010037e-05 2.495963060686015922e+02 1.874033303197270328e+01
3.918674717410664671e-02 7.000314829290660062e-05 2.301772151898734080e+02 1.625958507200191860e+01
3.942407118577949399e-02 7.012279782529274620e-05 2.208957816377171355e+02 1.498158659817328342e+01
3.965683877455637024e-02 6.593437650155711338e-05 2.223272727272727138e+02 1.417910396937204531e+01
3.988742774945142761e-02 6.864886435371258416e-05 2.388908188585608059e+02 1.757593146521863403e+01
4.012278533538721215e-02 6.997066240485112700e-05 2.629685990338164174e+02 2.081605430612486529e+01
4.035757945334737112e-02 6.763234382336403173e-05 2.694009900990099027e+02 1.870844838767780871e+01
4.059262090047784100e-02 7.047756166092368556e-05 2.493691588785046633e+02 1.864342246116830992e+01
4.082512016076288858e-02 6.496092607463988043e-05 2.270755667506297186e+02 1.655300687747462263e+01
4.105717491102069128e-02 7.111181249420595236e-05 2.224168564920273354e+02 1.573290243243870457e+01
4.129381576814993016e-02 6.732684386414472533e-05 2.432047619047619094e+02 1.969478993457135729e+01
4.152473579130346731e-02 6.726668318915885337e-05 2.921556603773585152e+02 2.725871342754768989e+01
4.175787959977999425e-02 6.911235940839533670e-05 3.296917808219178028e+02 2.587549581250334541e+01
4.199237839299468922e-02 6.860112016482474860e-05 3.073179723502304341e+02 2.583951880802846901e+01
4.222717975068539242e-02 7.045110183040372183e-05 2.521946902654867131e+02 2.876834012743588787e+01
4.246249924109424950e-02 6.709506009279194230e-05 2.103638443935926716e+02 1.825383647245030971e+01
4.269335040669582776e-02 6.700621335665329654e-05 1.938063781321184535e+02 1.504271431725131514e+01
4.292717084091476204e-02 6.896437123237502613e-05 1.852278761061946852e+02 1.459139313506607927e+01
4.316007288560289035e-02 6.735835804845247382e-05 1.787676537585421386e+02 1.300018120927935072e+01
4.339440191910803879e-02 7.037245596857638261e-05 1.758506493506493484e+02 1.254244270264897487e+01
4.363144753970988471e-02 6.826143681517027339e-05 1.740487804878048905e+02 1.287746924718981667e+01
4.386107962274469335e-02 6.624164794214468591e-05 1.725756880733945025e+02 1.333281441875227102e+01
4.409573705596323001e-02 7.170940769140793695e-05 1.739517819706499040e+02 1.313993726370566684e+01
4.433534367545302612e-02 6.775590854826653211e-05 1.774714912280701640e+02 1.473278811981350245e+01
4.456682912223779158e-02 6.610492296161660122e-05 1.827343750000000000e+02 1.555635815407504552e+01
4.479780304487864656e-02 6.786442677967826091e-05 1.842253829321662977e+02 1.335314081681846687e+01
4.503013318854280633e-02 6.853635641818868680e-05 1.805098039215686185e+02 1.266229849743207936e+01
4.526436263630335272e-02 6.918514626283685297e-05 1.806809421841541621e+02 1.354302694599721768e+01
4.549984770861909000e-02 6.833630877532204714e-05 1.886595289079229190e+02 1.522532578423592042e+01
4.573057769171592901e-02 6.540293680537103750e-05 2.127951002227171386e+02 1.860789546248554061e+01
4.596282480080345761e-02 6.990247096589263711e-05 2.374581589958158929e+02 1.942705061732482363e+01
4.619732296389236076e-02 6.786250507108923557e-05 2.342987012987013031e+02 1.719213287325835182e+01
4.643258444511101646e-02 7.033191385126720280e-05 2.080618556701030855e+02 1.877386899612446314e+01
4.666845704786030252e-02 6.692058153033048496e-05 1.862435344827586334e+02 1.509850730075851644e+01
4.689934413756127740e-02 6.802189408205146866e-05 1.801889596602972290e+02 1.312898379939857030e+01
4.713438507358027468e-02 6.944147399833233919e-05 1.897747933884297424e+02 1.498471861216619772e+01
4.736795136815064727e-02 6.656957436849283657e-05 1.953511777301927168e+02 1.406894601717610449e+01
4.759859747438226207e-02 6.769763208725077138e-05 1.875578947368421154e+02 1.544121046451405554e+01
4.783274694655795245e-02 6.928267493286968941e-05 1.722680412371134082e+02 1.384341167356287094e+01
4.806634396749334681e-02 6.807281927440189521e-05 1.637301255230125605e+02 1.376292973806368991e+01
4.830248047396420996e-02 6.966332651828869844e-05 1.641955645161290249e+02 1.323410685642220130e+01
4.853643200824572096e-02 6.606102041943429451e-05 1.700232558139534831e+02 1.267121785912986631e+01
4.876414520816241271e-02 6.613248851928526920e-05 1.687324840764331100e+02 1.295484772471306201e+01
4.899792577344610350e-02 7.109046729717630826e-05 1.587960396039603950e+02 1.352656265519714296e+01
4.923470399315162116e-02 6.843725681761876167e-05 1.510720164609053597e+02 1.277468170545061277e+01
4.947209300203903731e-02 7.062440267994869150e-05 1.477025440313111631e+02 1.242846373592516152e+01
4.970767414357019076e-02 6.568520737628115111e-05 1.493068893528183594e+02 1.256525299331408263e+01
4.993955421601320444e-02 6.870069007268534431e-05 1.501643286573146270e+02 1.232400669585967279e+01
