0.0601	451488762803.0
0.0625	454709546562.0
0.0648	460586368766.0
0.0672	469764171132.0
0.0695	481681205748.0
0.0718	496934336029.0
0.0741	515892860080.0
0.0764	539032761522.0
0.0788	568289393336.0
0.0812	603612471908.0
0.0834	642226545301.0
0.0858	692355994839.0
0.0883	755074271982.0
0.0905	820695818818.0
0.0928	901401173674.0
0.0951	996016989632.0
0.0976	1.1157478473e+12
0.0999	1.24076922828e+12
0.102	1.36413797382e+12
0.104	1.48359712947e+12
0.107	1.64320810256e+12
0.109	1.71499478357e+12
0.112	1.73259048978e+12
0.114	1.67276840064e+12
0.116	1.56088640001e+12
0.119	1.33067055001e+12
0.121	1.16306675859e+12
0.123	1.00165979552e+12
0.126	788628798341.0
0.128	670050726601.0
0.13	569766476459.0
0.133	449377680369.0
0.135	385801717211.0
0.137	333034783368.0
0.14	270129002208.0
0.142	236825074416.0
0.144	209019548673.0
0.147	175567021416.0
0.149	157661786198.0
0.151	142533974840.0
0.154	123846521950.0
0.156	113326008689.0
0.158	103840882051.0
0.16	95057832862.5
0.163	82817401725.2
0.165	75242789810.1
0.168	64905714400.7
0.17	58777583146.8
0.172	53275742653.3
0.175	46133081109.5
0.177	42037048135.7
0.179	38405313122.6
0.182	33704204161.5
0.184	30993558922.0
0.186	28570246611.2
0.189	25393485865.9
0.191	23535686002.8
0.193	21855245904.5
0.196	19619869479.8
0.198	18293773784.6
0.2	17082003224.2
0.203	15453063994.0
0.205	14478464801.8
0.207	13582922095.9
0.21	12371480930.0
0.212	11642106132.9
0.214	10968479551.3
0.217	10051268639.4
0.219	9495174128.23
0.221	8978465740.05
0.224	8268992835.72
0.226	7834894457.84
0.228	7428669120.46
0.231	6866888362.53
0.233	6521542378.48
0.235	6197776145.73
0.238	5749506005.28
0.24	5473593577.14
0.242	5214509918.33
0.245	4854785954.59
0.247	4632603920.22
0.249	4423332369.6
0.252	4131613949.98
0.254	3950713166.42
0.256	3779802862.92
0.259	3540718640.21
0.261	3391974804.79
0.263	3251108756.74
0.266	3053491907.37
0.268	2930201420.65
0.27	2813183278.73
0.273	2648578391.7
0.275	2545609462.37
0.277	2447676527.34
0.28	2309572884.01
0.282	2222970260.66
0.284	2140447534.77
0.287	2023809668.44
0.289	1950504657.49
0.291	1880532429.53
0.294	1781426517.77
0.296	1719012205.45
0.298	1659340660.56
0.301	1574660887.63
0.303	1521230562.06
0.305	1470072875.53
0.308	1397344993.28
0.31	1351375102.12
0.312	1307300206.11
0.315	1244537055.12
0.317	1204800635.87
0.319	1166653622.43
0.322	1112247422.35
0.324	1077749231.25
0.326	1044591376.61
0.329	997231714.781
0.331	967158004.936
0.333	938219431.228
0.336	896826747.019
0.338	870503990.631
0.341	832815085.179
0.343	808824849.068
0.345	785697565.594
